Drug_A;Drug_B;Level
Terfenadine;Risperidone;Moderate
Thiethylperazine;Risperidone;Moderate
Risperidone;Tiotropium;Moderate
Risperidone;Alimemazine;Moderate
Trimethobenzamide;Risperidone;Moderate
Risperidone;Tripelennamine;Moderate
Triprolidine;Risperidone;Moderate
Risperidone;Umeclidinium;Moderate
Rituximab;Roflumilast;Moderate
Mercaptopurine;Rotavirus vaccine;Major
Prednisolone;Rotavirus vaccine;Major
Triamcinolone (ophthalmic);Rotavirus vaccine;Moderate
Dexamethasone (topical);Semaglutide;Minor
Ephedrine;Semaglutide;Moderate
Indacaterol;Semaglutide;Moderate
Isoprenaline;Semaglutide;Moderate
Orciprenaline;Semaglutide;Moderate
Methdilazine;Semaglutide;Moderate
Olodaterol;Semaglutide;Moderate
Phenylpropanolamine;Semaglutide;Moderate
Prednisolone;Semaglutide;Moderate
Salmeterol;Semaglutide;Moderate
Terbutaline;Semaglutide;Moderate
Thiethylperazine;Semaglutide;Moderate
Triamcinolone (ophthalmic);Semaglutide;Moderate
Alimemazine;Semaglutide;Moderate
Sacubitril;Revefenacin;Moderate
Fexofenadine;Tolvaptan;Moderate
Indacaterol;Tolvaptan;Minor
Tolvaptan;Potassium Iodide;Moderate
Terfenadine;Tolvaptan;Moderate
Trospium;Azatadine;Moderate
Trospium;Chlorcyclizine;Moderate
Trospium;Cyclizine;Moderate
Trospium;Cyproheptadine;Moderate
Trospium;Dexbrompheniramine;Moderate
Trospium;Glycopyrronium (topical);Moderate
Trospium;Ipratropium (nasal);Minor
Trospium;Meclizine;Moderate
Trospium;Methdilazine;Moderate
Trospium;Phenindamine;Moderate
Trospium;Revefenacin;Moderate
Trospium;Thiethylperazine;Moderate
Trospium;Tiotropium;Moderate
Trospium;Alimemazine;Moderate
Trospium;Tripelennamine;Moderate
Trospium;Triprolidine;Moderate
Trospium;Umeclidinium;Moderate
Metformin;Salmeterol;Moderate
Zafirlukast;Secnidazole;Moderate
Dexamethasone (topical);Sitagliptin;Minor
Sitagliptin;Ephedrine;Moderate
Isoprenaline;Sitagliptin;Moderate
Phenylpropanolamine;Sitagliptin;Moderate
Salmeterol;Sitagliptin;Moderate
Terbutaline;Sitagliptin;Moderate
Mannitol;Nitrous acid;Moderate
Prednisolone;Phenylbutyric acid;Moderate
Prednisolone;Tolevamer;Moderate
Salbutamol;Sodium sulfate;Moderate
Aminophylline;Sodium sulfate;Moderate
Astemizole;Sodium sulfate;Major
Cocaine (nasal);Sodium sulfate;Moderate
Codeine;Sodium sulfate;Moderate
Doxapram;Sodium sulfate;Moderate
Ephedrine;Sodium sulfate;Moderate
Flurbiprofen;Sodium sulfate;Moderate
Hydrocodone;Sodium sulfate;Moderate
Ibuprofen;Sodium sulfate;Moderate
Lidocaine;Sodium sulfate;Moderate
Mannitol;Sodium sulfate;Moderate
Methdilazine;Sodium sulfate;Moderate
Magnesium sulfate;Neomycin;Major
Oxtriphylline;Sodium sulfate;Moderate
Phenylpropanolamine;Sodium sulfate;Moderate
Magnesium sulfate;Prednisolone;Moderate
Promethazine;Sodium sulfate;Moderate
Terbutaline;Sodium sulfate;Moderate
Terfenadine;Sodium sulfate;Major
Theophylline;Sodium sulfate;Moderate
Thiethylperazine;Sodium sulfate;Moderate
Triamcinolone (ophthalmic);Magnesium sulfate;Moderate
Alimemazine;Sodium sulfate;Moderate
Dexamethasone;Velpatasvir;Major
Indacaterol;Velpatasvir;Minor
Velpatasvir;Revefenacin;Moderate
Astemizole;Tamoxifen;Moderate
Tamoxifen;Indacaterol;Moderate
Tamoxifen;Isoprenaline;Moderate
Tamoxifen;Orciprenaline;Moderate
Montelukast;Tamoxifen;Moderate
Tamoxifen;Olodaterol;Moderate
Tamoxifen;Salmeterol;Moderate
Tamoxifen;Terbutaline;Moderate
Terfenadine;Tamoxifen;Moderate
Tamoxifen;Alimemazine;Moderate
Amoxapine;Tiotropium;Moderate
Azatadine;Tiotropium;Moderate
Tiotropium;Belladonna;Moderate
Tiotropium;Chlorcyclizine;Moderate
Chlorpromazine;Tiotropium;Moderate
Cyclizine;Tiotropium;Moderate
Cyproheptadine;Tiotropium;Moderate
Demecarium (ophthalmic);Tiotropium;Moderate
Dexbrompheniramine;Tiotropium;Moderate
Dimenhydrinate;Tiotropium;Moderate
Tiotropium;Fesoterodine;Moderate
Flavoxate;Tiotropium;Moderate
Fluphenazine;Tiotropium;Moderate
Glycopyrronium (topical);Tiotropium;Moderate
Haloperidol;Tiotropium;Moderate
Hydroxyzine;Tiotropium;Moderate
Imipramine;Tiotropium;Moderate
Insulin human (inhalation/ rapid acting);Tiotropium;Moderate
Ipratropium (nasal);Tiotropium;Minor
Isoflurophate (ophthalmic);Tiotropium;Moderate
Loxapine;Tiotropium;Moderate
Maprotiline;Tiotropium;Moderate
Meclizine;Tiotropium;Moderate
Tiotropium;Mepenzolate;Moderate
Mesoridazine;Tiotropium;Moderate
Methdilazine;Tiotropium;Moderate
Methotrimeprazine;Tiotropium;Moderate
Tiotropium;Methscopolamine;Moderate
Tiotropium;Molindone;Moderate
Nortriptyline;Tiotropium;Moderate
Olanzapine;Tiotropium;Moderate
Oxybutynin;Tiotropium;Moderate
Perphenazine;Tiotropium;Moderate
Tiotropium;Phenindamine;Moderate
Physostigmine (ophthalmic);Tiotropium;Moderate
Pimozide;Tiotropium;Moderate
Procainamide;Tiotropium;Moderate
Procyclidine;Tiotropium;Moderate
Promazine;Tiotropium;Moderate
Propantheline;Tiotropium;Moderate
Propiomazine;Tiotropium;Moderate
Protriptyline;Tiotropium;Moderate
Tiotropium;Prucalopride;Moderate
Quetiapine;Tiotropium;Moderate
Quinidine;Tiotropium;Moderate
Tiotropium;Revefenacin;Moderate
Scopolamine;Tiotropium;Moderate
Tiotropium;Solifenacin;Moderate
Thiethylperazine;Tiotropium;Moderate
Thioridazine;Tiotropium;Moderate
Tiotropium;Thiothixene;Moderate
Tolterodine;Tiotropium;Moderate
Trifluoperazine;Tiotropium;Moderate
Triflupromazine;Tiotropium;Moderate
Trihexyphenidyl;Tiotropium;Moderate
Alimemazine;Tiotropium;Moderate
Trimipramine;Tiotropium;Moderate
Tripelennamine;Tiotropium;Moderate
Triprolidine;Tiotropium;Moderate
Tiotropium;Umeclidinium;Moderate
Zafirlukast;Stavudine;Moderate
Astemizole;Vardenafil;Moderate
Vardenafil;Indacaterol;Moderate
Vardenafil;Isoprenaline;Moderate
Orciprenaline;Vardenafil;Moderate
Vardenafil;Olodaterol;Moderate
Pentoxifylline;Vardenafil;Moderate
Vardenafil;Salmeterol;Moderate
Vardenafil;Terbutaline;Moderate
Terfenadine;Vardenafil;Moderate
Vardenafil;Alimemazine;Moderate
Zafirlukast;Vardenafil;Moderate
Sufentanil;Azatadine;Moderate
Sufentanil;Pentoxyverine;Moderate
Sufentanil;Clofedanol;Moderate
Sufentanil;Chlorcyclizine;Moderate
Sufentanil;Cyclizine;Moderate
Cyproheptadine;Sufentanil;Moderate
Dexbrompheniramine;Sufentanil;Moderate
Sufentanil;Levocetirizine;Moderate
Sufentanil;Meclizine;Moderate
Sufentanil;Methdilazine;Moderate
Sufentanil;Olopatadine (nasal);Moderate
Sufentanil;Phenindamine;Moderate
Thiethylperazine;Sufentanil;Moderate
Sufentanil;Alimemazine;Moderate
Trimethobenzamide;Sufentanil;Moderate
Sufentanil;Tripelennamine;Moderate
Triprolidine;Sufentanil;Moderate
Astemizole;Sulfamethoxazole;Minor
Trimethoprim;Mercaptopurine;Moderate
Trimethoprim;Montelukast;Moderate
Sulfamethoxazole;Olodaterol;Minor
Trimethoprim;Potassium Iodide;Major
Terbutaline;Sulfamethoxazole;Minor
Terfenadine;Sulfamethoxazole;Minor
Sulfamethoxazole;Alimemazine;Minor
Triamcinolone (ophthalmic);Naproxen;Moderate
Mannitol;Tetracycline;Minor
Olopatadine (nasal);Telmisartan;Moderate
Telmisartan;Potassium Iodide;Major
Lovastatin;Ivacaftor;Moderate
Simvastatin;Ivacaftor;Moderate
Roflumilast;Tildrakizumab;Moderate
Abarelix;Olodaterol;Moderate
Aminophylline;Olodaterol;Moderate
Astemizole;Olodaterol;Moderate
Bedaquiline;Olodaterol;Moderate
Bendroflumethiazide;Olodaterol;Moderate
Benzthiazide;Olodaterol;Moderate
Bepridil;Olodaterol;Moderate
Carteolol;Olodaterol;Major
Cisapride;Olodaterol;Moderate
Dobutamine;Olodaterol;Moderate
Doxorubicin (liposomal);Olodaterol;Moderate
Olodaterol;Entrectinib;Moderate
Enzalutamide;Olodaterol;Moderate
Ephedrine;Olodaterol;Moderate
Ephedrine (nasal);Olodaterol;Moderate
Epinephrine (ophthalmic);Olodaterol;Moderate
Epinephrine (topical);Olodaterol;Moderate
Epirubicin;Olodaterol;Moderate
Eribulin;Olodaterol;Moderate
Olodaterol;Ertugliflozin;Moderate
Escitalopram;Olodaterol;Moderate
Esmolol;Olodaterol;Moderate
Etacrynic acid;Olodaterol;Moderate
Ezogabine;Olodaterol;Moderate
Fenfluramine;Olodaterol;Moderate
Fingolimod;Olodaterol;Moderate
Flecainide;Olodaterol;Moderate
Fluconazole;Olodaterol;Moderate
Fluoxetine;Olodaterol;Moderate
Flutamide;Olodaterol;Moderate
Foscarnet;Olodaterol;Moderate
Olodaterol;Fostemsavir;Moderate
Furosemide;Olodaterol;Moderate
Galantamine;Olodaterol;Moderate
Gatifloxacin;Olodaterol;Moderate
Gemifloxacin;Olodaterol;Moderate
Olodaterol;Gilteritinib;Moderate
Olodaterol;Glasdegib;Moderate
Goserelin;Olodaterol;Moderate
Granisetron;Olodaterol;Moderate
Grepafloxacin;Olodaterol;Moderate
Halofantrine;Olodaterol;Moderate
Halothane;Olodaterol;Moderate
Histrelin;Olodaterol;Moderate
Hydroflumethiazide;Olodaterol;Moderate
Olodaterol;Hydroxyamphetamine (ophthalmic);Moderate
Hydroxychloroquine;Olodaterol;Moderate
Ibutilide;Olodaterol;Moderate
Idarubicin;Olodaterol;Moderate
Iloperidone;Olodaterol;Moderate
Indacaterol;Olodaterol;Moderate
Indapamide;Olodaterol;Moderate
Inotuzumab ozogamicin;Olodaterol;Moderate
Isocarboxazid;Olodaterol;Moderate
Isoetharine;Olodaterol;Moderate
Isoprenaline;Olodaterol;Moderate
Olodaterol;Ivabradine;Moderate
Olodaterol;Ivosidenib;Moderate
Ketoconazole;Olodaterol;Moderate
Labetalol;Olodaterol;Major
Lapatinib;Olodaterol;Moderate
Olodaterol;Lefamulin;Moderate
Lenvatinib;Olodaterol;Moderate
Olodaterol;Levosalbutamol;Moderate
Olodaterol;Levmetamfetamine (nasal);Moderate
Levobunolol (ophthalmic);Olodaterol;Major
Levofloxacin;Olodaterol;Moderate
Levacetylmethadol;Olodaterol;Moderate
Levomilnacipran;Olodaterol;Moderate
Linezolid;Olodaterol;Moderate
Lisdexamfetamine;Olodaterol;Moderate
Olodaterol;Lithium carbonate;Moderate
Olodaterol;Lixisenatide;Moderate
Lofexidine;Olodaterol;Moderate
Lomefloxacin;Olodaterol;Moderate
Olodaterol;Macimorelin;Major
Mannitol;Olodaterol;Moderate
Mazindol;Olodaterol;Moderate
Mefloquine;Olodaterol;Moderate
Mephentermine;Olodaterol;Moderate
Orciprenaline;Olodaterol;Moderate
Metaraminol;Olodaterol;Moderate
Metamfetamine;Olodaterol;Moderate
Methazolamide;Olodaterol;Moderate
Methotrimeprazine;Olodaterol;Moderate
Methoxamine;Olodaterol;Moderate
Metipranolol (ophthalmic);Olodaterol;Major
Metolazone;Olodaterol;Moderate
Metoprolol;Olodaterol;Moderate
Midodrine;Olodaterol;Moderate
Midostaurin;Olodaterol;Moderate
Mifepristone;Olodaterol;Moderate
Milnacipran;Olodaterol;Moderate
Mirtazapine;Olodaterol;Moderate
Modafinil;Olodaterol;Moderate
Moxifloxacin;Olodaterol;Moderate
Naphazoline (nasal);Olodaterol;Moderate
Naphazoline (ophthalmic);Olodaterol;Moderate
Nebivolol;Olodaterol;Moderate
Nilotinib;Olodaterol;Moderate
Nilutamide;Olodaterol;Moderate
Norepinephrine;Olodaterol;Moderate
Norfloxacin;Olodaterol;Moderate
Ofloxacin;Olodaterol;Moderate
Olanzapine;Olodaterol;Moderate
Olodaterol;Oliceridine;Moderate
Ondansetron;Olodaterol;Moderate
Olodaterol;Osilodrostat;Moderate
Olodaterol;Osimertinib;Moderate
Oxaliplatin;Olodaterol;Moderate
Oxtriphylline;Olodaterol;Moderate
Oxymetazoline (nasal);Olodaterol;Moderate
Oxymetazoline (ophthalmic);Olodaterol;Moderate
Oxymetazoline (topical);Olodaterol;Moderate
Oxytocin;Olodaterol;Moderate
Olodaterol;Ozanimod;Major
Paliperidone;Olodaterol;Moderate
Panobinostat;Olodaterol;Moderate
Pasireotide;Olodaterol;Moderate
Pazopanib;Olodaterol;Moderate
Penbutolol;Olodaterol;Major
Perflutren;Olodaterol;Moderate
Phendimetrazine;Olodaterol;Moderate
Phenelzine;Olodaterol;Moderate
Phenylephrine (nasal);Olodaterol;Moderate
Phenylephrine (topical);Olodaterol;Moderate
Phenylpropanolamine;Olodaterol;Moderate
Pimavanserin;Olodaterol;Moderate
Pindolol;Olodaterol;Major
Olodaterol;Pitolisant;Moderate
Polythiazide;Olodaterol;Moderate
Posaconazole;Olodaterol;Moderate
Primaquine;Olodaterol;Moderate
Probucol;Olodaterol;Moderate
Procainamide;Olodaterol;Moderate
Procarbazine;Olodaterol;Moderate
Propafenone;Olodaterol;Moderate
Propylhexedrine (nasal);Olodaterol;Moderate
Protriptyline;Olodaterol;Moderate
Quinine;Olodaterol;Moderate
Olodaterol;Racepinephrine;Moderate
Ranolazine;Olodaterol;Moderate
Rasagiline;Olodaterol;Moderate
Olodaterol;Relugolix;Moderate
Olodaterol;Ribociclib;Major
Ritodrine;Olodaterol;Moderate
Rivastigmine;Olodaterol;Moderate
Romidepsin;Olodaterol;Moderate
Olodaterol;Rucaparib;Moderate
Safinamide;Olodaterol;Moderate
Salmeterol;Olodaterol;Moderate
Saquinavir;Olodaterol;Moderate
Selegiline;Olodaterol;Moderate
Olodaterol;Selpercatinib;Moderate
Sertraline;Olodaterol;Moderate
Sevoflurane;Olodaterol;Moderate
Sibutramine;Olodaterol;Moderate
Olodaterol;Siponimod;Moderate
Olodaterol;Solriamfetol;Moderate
Sorafenib;Olodaterol;Moderate
Sotalol;Olodaterol;Major
Sparfloxacin;Olodaterol;Moderate
Sunitinib;Olodaterol;Moderate
Tacrine;Olodaterol;Moderate
Tacrolimus;Olodaterol;Moderate
Tapentadol;Olodaterol;Moderate
Telavancin;Olodaterol;Moderate
Telithromycin;Olodaterol;Moderate
Terbutaline;Olodaterol;Moderate
Terfenadine;Olodaterol;Moderate
Tetrabenazine;Olodaterol;Moderate
Tetryzoline (nasal);Olodaterol;Moderate
Tetryzoline (ophthalmic);Olodaterol;Moderate
Timolol;Olodaterol;Major
Tizanidine;Olodaterol;Moderate
Toremifene;Olodaterol;Moderate
Torasemide;Olodaterol;Moderate
Tranylcypromine;Olodaterol;Moderate
Trichlormethiazide;Olodaterol;Moderate
Olodaterol;Triclabendazole;Moderate
Alimemazine;Olodaterol;Moderate
Trimipramine;Olodaterol;Moderate
Triptorelin;Olodaterol;Moderate
Troglitazone;Olodaterol;Moderate
Olodaterol;Valbenazine;Moderate
Vandetanib;Olodaterol;Moderate
Vasopressin;Olodaterol;Moderate
Vemurafenib;Olodaterol;Moderate
Venlafaxine;Olodaterol;Moderate
Voriconazole;Olodaterol;Moderate
Xylometazoline (nasal);Olodaterol;Moderate
Ziprasidone;Olodaterol;Moderate
Trandolapril;Mannitol;Moderate
Trandolapril;Olopatadine (nasal);Moderate
Trandolapril;Bromotheophylline;Moderate
Trandolapril;Potassium Iodide;Major
Triprolidine;Physostigmine;Moderate
Triprolidine;Potassium chloride;Major
Triprolidine;Iodide I-131;Moderate
Triprolidine;Zonisamide;Major
Trifluridine;Roflumilast;Moderate
Astemizole;Triptorelin;Moderate
Indacaterol;Triptorelin;Moderate
Isoprenaline;Triptorelin;Moderate
Orciprenaline;Triptorelin;Moderate
Salmeterol;Triptorelin;Moderate
Terbutaline;Triptorelin;Moderate
Terfenadine;Triptorelin;Moderate
Alimemazine;Triptorelin;Moderate
Ephedrine;Tromethamine;Moderate
Ephedrine (nasal);Tromethamine;Moderate
Amoxapine;Umeclidinium;Moderate
Azatadine;Umeclidinium;Moderate
Umeclidinium;Belladonna;Moderate
Chlorcyclizine;Umeclidinium;Moderate
Chlorpromazine;Umeclidinium;Moderate
Cyclizine;Umeclidinium;Moderate
Cyproheptadine;Umeclidinium;Moderate
Demecarium (ophthalmic);Umeclidinium;Moderate
Dexbrompheniramine;Umeclidinium;Moderate
Dimenhydrinate;Umeclidinium;Moderate
Fesoterodine;Umeclidinium;Moderate
Flavoxate;Umeclidinium;Moderate
Fluphenazine;Umeclidinium;Moderate
Glycopyrronium (topical);Umeclidinium;Moderate
Haloperidol;Umeclidinium;Moderate
Hydroxyzine;Umeclidinium;Moderate
Imipramine;Umeclidinium;Moderate
Insulin human (inhalation/ rapid acting);Umeclidinium;Moderate
Ipratropium (nasal);Umeclidinium;Minor
Isoflurophate (ophthalmic);Umeclidinium;Moderate
Loxapine;Umeclidinium;Moderate
Maprotiline;Umeclidinium;Moderate
Meclizine;Umeclidinium;Moderate
Mepenzolate;Umeclidinium;Moderate
Mesoridazine;Umeclidinium;Moderate
Methdilazine;Umeclidinium;Moderate
Methotrimeprazine;Umeclidinium;Moderate
Umeclidinium;Methscopolamine;Moderate
Molindone;Umeclidinium;Moderate
Nortriptyline;Umeclidinium;Moderate
Olanzapine;Umeclidinium;Moderate
Oxybutynin;Umeclidinium;Moderate
Perphenazine;Umeclidinium;Moderate
Phenindamine;Umeclidinium;Moderate
Physostigmine (ophthalmic);Umeclidinium;Moderate
Pimozide;Umeclidinium;Moderate
Procainamide;Umeclidinium;Moderate
Procyclidine;Umeclidinium;Moderate
Promazine;Umeclidinium;Moderate
Propantheline;Umeclidinium;Moderate
Propiomazine;Umeclidinium;Moderate
Protriptyline;Umeclidinium;Moderate
Prucalopride;Umeclidinium;Moderate
Quetiapine;Umeclidinium;Moderate
Quinidine;Umeclidinium;Moderate
Umeclidinium;Revefenacin;Moderate
Scopolamine;Umeclidinium;Moderate
Solifenacin;Umeclidinium;Moderate
Thiethylperazine;Umeclidinium;Moderate
Thioridazine;Umeclidinium;Moderate
Thiothixene;Umeclidinium;Moderate
Tolterodine;Umeclidinium;Moderate
Trifluoperazine;Umeclidinium;Moderate
Triflupromazine;Umeclidinium;Moderate
Trihexyphenidyl;Umeclidinium;Moderate
Alimemazine;Umeclidinium;Moderate
Trimipramine;Umeclidinium;Moderate
Tripelennamine;Umeclidinium;Moderate
Triprolidine;Umeclidinium;Moderate
Vilanterol;Abametapir (topical);Moderate
Abarelix;Vilanterol;Moderate
Abiraterone;Vilanterol;Moderate
Acarbose;Vilanterol;Moderate
Acebutolol;Vilanterol;Moderate
Acetazolamide;Vilanterol;Moderate
Albiglutide;Vilanterol;Moderate
Salbutamol;Vilanterol;Moderate
Alfuzosin;Vilanterol;Moderate
Alogliptin;Vilanterol;Moderate
Aminophylline;Vilanterol;Moderate
Amiodarone;Vilanterol;Moderate
Amisulpride;Vilanterol;Moderate
Amitriptyline;Vilanterol;Moderate
Amoxapine;Vilanterol;Moderate
Amphetamine;Vilanterol;Moderate
Amprenavir;Vilanterol;Moderate
Anagrelide;Vilanterol;Moderate
Vilanterol;Apalutamide;Moderate
Apomorphine;Vilanterol;Moderate
Arformoterol;Vilanterol;Moderate
Aripiprazole;Vilanterol;Moderate
Armodafinil;Vilanterol;Moderate
Arsenic trioxide;Vilanterol;Moderate
Asenapine;Vilanterol;Moderate
Astemizole;Vilanterol;Moderate
Atazanavir;Vilanterol;Moderate
Atenolol;Vilanterol;Moderate
Atomoxetine;Vilanterol;Moderate
Azithromycin;Vilanterol;Moderate
Beclomethasone dipropionate;Vilanterol;Minor
Bedaquiline;Vilanterol;Moderate
Bendroflumethiazide;Vilanterol;Moderate
Benzphetamine;Vilanterol;Moderate
Benzthiazide;Vilanterol;Moderate
Bepridil;Vilanterol;Moderate
Betamethasone;Vilanterol;Minor
Betaxolol;Vilanterol;Moderate
Betaxolol (ophthalmic);Vilanterol;Moderate
Bicalutamide;Vilanterol;Moderate
Bisoprolol;Vilanterol;Moderate
Boceprevir;Vilanterol;Moderate
Bosutinib;Vilanterol;Moderate
Budesonide;Vilanterol;Minor
Bumetanide;Vilanterol;Moderate
Buprenorphine;Vilanterol;Moderate
Cabozantinib;Vilanterol;Moderate
Canagliflozin;Vilanterol;Moderate
Carteolol;Vilanterol;Major
Carteolol (ophthalmic);Vilanterol;Major
Carvedilol;Vilanterol;Major
Ceritinib;Vilanterol;Moderate
Chloroquine;Vilanterol;Moderate
Chlorothiazide;Vilanterol;Moderate
Chlorpromazine;Vilanterol;Moderate
Chlorpropamide;Vilanterol;Moderate
Chlorthalidone;Vilanterol;Moderate
Ciclesonide;Vilanterol;Minor
Cilostazol;Vilanterol;Moderate
Ciprofloxacin;Vilanterol;Moderate
Cisapride;Vilanterol;Moderate
Citalopram;Vilanterol;Moderate
Clarithromycin;Vilanterol;Moderate
Clofazimine;Vilanterol;Moderate
Clomipramine;Vilanterol;Moderate
Clozapine;Vilanterol;Moderate
Cobicistat;Vilanterol;Moderate
Cocaine (nasal);Vilanterol;Major
Cocaine (topical);Vilanterol;Major
Conivaptan;Vilanterol;Moderate
Corticotropin;Vilanterol;Minor
Tetracosactide;Vilanterol;Minor
Crizotinib;Vilanterol;Moderate
Dapagliflozin;Vilanterol;Moderate
Dasatinib;Vilanterol;Moderate
Daunorubicin;Vilanterol;Moderate
Daunorubicin (liposomal);Vilanterol;Moderate
Degarelix;Vilanterol;Moderate
Delavirdine;Vilanterol;Moderate
Desipramine;Vilanterol;Moderate
Desvenlafaxine;Vilanterol;Moderate
Vilanterol;Deutetrabenazine;Moderate
